# P1_set	chan_1	chan_2
# "P1"	"chan 1"	"chan 2"
# 200
-14.9497487437186	10.74956769944	12.4148997957696
-14.6984924623116	11.2587093289691	13.0491442399467
-14.4472361809045	11.52766881875	12.6455360916692
-14.1959798994975	11.3539682787244	13.0191918254677
-13.9447236180905	11.4228086739108	13.0813901585738
-13.6934673366834	11.5876867551681	13.5628944891934
-13.4422110552764	12.4171263686496	13.6624133328279
-13.1909547738693	12.6370717982341	14.7873026698828
-12.9396984924623	12.3214573788587	14.4461742611971
-12.6884422110553	13.0929551276788	14.9119682748199
-12.4371859296482	13.170971477381	15.2819815589298
-12.1859296482412	13.7779991052068	15.5150407037466
-11.9346733668342	13.3302780734171	15.2937961993029
-11.6834170854271	13.8545575581904	16.0988116824269
-11.4321608040201	14.4677822580188	16.4493595981016
-11.1809045226131	14.3528846661378	16.7412876931094
-10.929648241206	14.5628455500465	16.4715376469391
-10.678391959799	14.6451521828527	17.1430724708173
-10.427135678392	15.4472129981264	16.682393935574
-10.1758793969849	15.6330410773424	16.9238407965748
-9.92462311557789	15.9857175409503	17.2675352980849
-9.67336683417086	16.2019280182289	17.940935268708
-9.42211055276382	15.7950733439252	18.3774452782824
-9.17085427135678	16.2940270539383	18.4555256861736
-8.91959798994975	16.7833659579984	18.5848577136573
-8.66834170854272	17.1582863134495	18.8608333371795
-8.41708542713568	16.7147669550924	19.2453205913113
-8.16582914572864	17.2308319135588	19.8327655449123
-7.91457286432161	17.5597380128464	19.4324812326851
-7.66331658291458	17.4915111367131	19.3693702716121
-7.41206030150754	17.9805930653571	20.4915018670681
-7.1608040201005	18.3007129056965	20.4618083711673
-6.90954773869347	18.8735928873095	21.0758607495368
-6.65829145728643	19.0376492339394	21.1682995325799
-6.4070351758794	19.5423805771762	20.8646142417917
-6.15577889447236	19.5755896813891	21.8409762821178
-5.90452261306533	19.9436521257476	22.0655314709702
-5.65326633165829	20.3022371554383	21.6280439827425
-5.40201005025126	20.2369463050174	22.5694461031983
-5.15075376884422	20.5544117269873	22.4374735178047
-4.89949748743719	20.1816734244887	22.9213597276995
-4.64824120603015	20.981533712935	22.7577592224932
-4.39698492462312	20.7815844805573	23.4957664330666
-4.14572864321608	21.1588158322572	23.7244578175549
-3.89447236180905	21.5722229014178	23.3232633016399
-3.64321608040201	21.4842448098685	23.5071794262876
-3.39195979899498	22.5849767298943	23.8172349360244
-3.14070351758794	22.0843113505024	23.9331729008612
-2.88944723618091	22.3193408504809	24.8231183516561
-2.63819095477387	22.9458456124666	25.1864731108883
-2.38693467336684	23.3644629786861	25.6019621873509
-2.1356783919598	23.0344017345382	25.2607384710108
-1.88442211055277	23.8463470111189	25.8999842264893
-1.63316582914573	24.2524158864403	25.8889191323263
-1.38190954773869	24.111295221206	26.1783645214046
-1.13065326633166	24.332969060872	26.5779613336551
-0.879396984924625	24.2971593394806	26.9095370057286
-0.628140703517591	24.948491231565	26.6193236073789
-0.376884422110557	25.4288942149929	27.1072718948825
-0.125628140703519	25.4146239389253	27.0363961107005
0.125628140703515	25.350658867298	27.2391316530633
0.37688442211055	26.1279844938383	28.31255281229
0.628140703517587	25.994324102035	27.9108945025559
0.879396984924622	26.5886530475507	28.0867794100502
1.13065326633166	26.5276115875788	28.6006742991413
1.38190954773869	26.4579778477416	28.5031381149509
1.63316582914572	27.3562638454278	28.6917586794628
1.88442211055276	27.4038337843082	29.248361380075
2.1356783919598	27.5269559054686	29.70111536859
2.38693467336683	27.3876532946691	30.2070994330184
2.63819095477387	28.5210722090808	30.4338954827096
2.8894472361809	28.6057183210193	30.8524737481925
3.14070351758794	28.9749194623205	30.5871703152563
3.39195979899497	28.4997765055848	30.6921960754796
3.64321608040201	28.8584485522831	30.7085849191525
3.89447236180904	29.5153822342016	31.2056955972914
4.14572864321608	29.9680811114894	31.8779934306631
4.39698492462311	29.9464271423286	32.1695635367416
4.64824120603015	29.7711558582326	32.6418351751853
4.89949748743718	30.0556228403748	32.6885026254491
5.15075376884422	30.2071551546003	32.5796757811854
5.40201005025125	30.9024261640453	32.4385750533711
5.65326633165829	31.5163966572529	32.6887392037948
5.90452261306532	31.835414479455	33.1537377281508
6.15577889447236	31.5757733539893	33.5061133136492
6.40703517587939	32.232865830224	34.1448357597132
6.65829145728643	32.3110240099101	33.9668153809926
6.90954773869347	32.8615249819624	34.4038289074981
7.1608040201005	32.3815602190716	34.2759559930905
7.41206030150754	32.8427914947985	35.0172166595768
7.66331658291457	32.7126944964809	34.7824147267683
7.91457286432161	33.1033891230462	34.9758768729016
8.16582914572864	33.5902916659269	35.4856890231091
8.41708542713567	34.3540353300935	36.0432408537969
8.66834170854271	34.0363504036868	36.1848321923742
8.91959798994974	34.1603558707786	36.211086410068
9.17085427135678	34.7551513218126	36.554062121246
9.42211055276382	35.1170734355188	37.2181698121604
9.67336683417085	35.5430789239124	37.4614982258979
9.92462311557789	35.5168443955215	37.2341038136388
10.1758793969849	35.7460644669918	37.5711345560137
10.427135678392	35.8182388625826	37.4761674627822
10.678391959799	36.0860183108076	37.8514766298219
10.929648241206	36.1201313452166	38.1423002337336
11.1809045226131	36.3641262585008	38.8795389212301
11.4321608040201	36.6899370557009	38.5693174315568
11.6834170854271	36.8939684336293	38.8698551100134
11.9346733668342	37.2730380289692	39.5928910987922
12.1859296482412	37.5795547394088	40.0471728351957
12.4371859296482	38.2986450928947	39.6541225071997
12.6884422110553	37.8023190077868	40.5864277475499
12.9396984924623	38.7275548482842	40.1669086410756
13.1909547738693	38.9293052956236	40.4309715556817
13.4422110552764	39.0887047523892	41.1534230927023
13.6934673366834	39.1716352637202	40.8307594531355
13.9447236180904	39.5662862097564	41.5558534615766
14.1959798994975	39.3368287595529	42.1235119341143
14.4472361809045	39.5608688479145	41.9878389401721
14.6984924623116	40.0712987794343	42.379666085151
14.9497487437186	40.5457906453407	42.2755012439025
15.2010050251256	41.0322485550666	42.5129894887912
15.4522613065327	41.3698548730097	43.2424644303655
15.7035175879397	41.5942125618314	43.6896021956101
15.9547738693467	41.0987827733392	43.0638390372081
16.2060301507538	41.2070972438777	43.259670684951
16.4572864321608	42.1200669263101	44.0528916195578
16.7085427135678	42.450122274449	44.4754494981665
16.9597989949749	42.9523646292383	44.5833124553148
17.2110552763819	42.6713893437214	44.8982588265856
17.4623115577889	42.827163119768	44.9816293144391
17.713567839196	43.3178854404461	45.6482077153163
17.964824120603	43.7588094712543	45.0678880665885
18.21608040201	43.2524727869071	45.371729107121
18.4673366834171	44.2805496370125	45.5784129629112
18.7185929648241	44.3359951143687	46.0488045076447
18.9698492462311	44.8312457713777	46.7450583121519
19.2211055276382	44.5214709418826	46.5681576037241
19.4723618090452	44.9908764059583	47.3546896918556
19.7236180904523	45.2372422479418	46.8525846368082
19.9748743718593	45.1305583928656	47.9736412176352
20.2261306532663	45.7699929843197	48.197952454812
20.4773869346734	45.7980760341806	47.8475178323814
20.7286432160804	46.5412494518779	48.4269147084989
20.9798994974874	46.4283723784216	48.1219371877359
21.2311557788945	46.3433230640924	48.9921969321411
21.4824120603015	47.1197750568668	49.0266433080149
21.7336683417085	47.0764898390741	48.9218927963647
21.9849246231156	47.7359904900911	49.6626016497337
22.2361809045226	47.4800068763391	49.6430755773027
22.4874371859296	47.6899634169705	50.415546825703
22.7386934673367	48.3908839584947	49.9729118445354
22.9899497487437	48.1042760765679	50.1345237202007
23.2412060301507	48.634691331367	50.6392690220916
23.4924623115578	49.306789993763	51.4677420709363
23.7437185929648	49.00120563406	51.3632791456072
23.9949748743719	49.3506069385751	51.6408301075917
24.2462311557789	49.546318848672	51.9980393539762
24.4974874371859	50.3334623397441	52.24875329784
24.748743718593	49.9565383973649	52.1183888659366
25	50.1815346749835	52.4500859027569
